class,text,language
2,"Muna ci gaba da magana game da wariyar launin fata, a halin yanzu baƙi ne mafi girma racists. Shin ka taba ji game da fari-da-farin tashin hankali? kawai baƙi!",hausa
1,Ohun tí èyí túmọ̀ sí ni pé o ò lè tì í lójú  LINK,yoruba
1,Nye nwunye gị ntị  bla bla Mumu ngọpụ maka inupụrụ ya isi. 🙄 LINK,igbo
1,Lobatan!! Ndị ihu abụọ n'ebe nile n'aha okpukpe!,igbo
0,"Ko an yi ta ne ta hanyar rikici, bala'i, mata, 'yan mata ne suka fi yin rauni - Irina Bokova, Dir-Gen",hausa
0,: Sunayen Dabbobi a Yaren Igbo: Cat - Nwamba Vulture - Udele Crocodile - Agụiyi Lion- Ọdụm Sheep- Atụrụ Elephant- E...,hausa
2,"Mo nírètí pé, nípa fífi ìsọfúnni yìí ránṣẹ́, a lè parí èrò sí pé àwọn olùṣọ́ àgùntàn jẹ́ ọ̀daràn, kò sì sí àkànṣe èdè Fulani nínú wọn.",yoruba
2,Duk da haka munafuncin arewa 😔,hausa
1,Àwọn Léò kì í ṣe ẹni tó bá ẹnikẹ́ni lò déédéé.,yoruba
1,Dolls... Baba sun kasance,hausa
0,"Igbo aha Chineke, dị ka nne nke asụsụ nile. Spanish (Dios - O di uso - ebighị ntụkwasị obi); Swahili (Mungu - i meena Ogo - ekele maka ebere); Turkish (Tanri - e kwa a na-ario - otuto na arịrịọ); Yoruba (Olorun - Eli ri enu - Kasị Elu dị n'elu); P.187 GỤKWUO",igbo
1,"kí ni yoruba ní í ṣe pẹ̀lú èyí? ó ṣe kedere pé ìwọ ni ìṣòro ní nàíjíríà tó yẹ kí a yanjú. tó bá ò ní ohun tó o lè sọ, díẹ̀ ni o ò ní sọ ọ́!!!",yoruba
2,Ó ń gbé Dan Jam Werey.,yoruba
0,"Mo kò ṣe èyí láìsí pé mo mọ ohun tó yẹ kí n ṣe, àmọ́ ó nira fún mi gan - an, àwọn Fulani ti sun oko ànáńásì mi, mo sì fi gbogbo agbára mi ṣe iṣẹ́ yìí...",yoruba
0,": All hail Jack Bauer Raji Fashola - Inspector Gadget, the man who lived, the three eyed yoruba raven, the night king!

The…",english
1,"Mace mafi hikima ta zama mummy lokacin da ta ƙaunace. """"""""",hausa
0,"Ya kamata ka tafi kai tsaye, ɗan'uwa.",hausa
1,Àpilẹ̀kọ̀ wa oh!: Àwọn ọmọbìnrin tí kò dára ni àwọn tí àwọn ọmọlẹ́yìn wọn pọ̀ jù lọ,yoruba
0,Tops haka kike??? LINK,igbo
1,"Ku duba su...shugabannin da ba su da amfani😏, suna zanga-zanga domin yaran su ma suna fama da cutar.... suna yin hakan ne domin kansu ba don Najeriya😏",hausa
1,"it is quite unfortunate that we have a society of insecurity, bokoharam defeatd and herbs men taking killing of innocent citizen",english
1,Gịnị ka i mere iji kwụsị agụụ?,igbo
0,Olee otú iji ọnọdụ gị Brand na uche nke gị na-ege ntị Brand Positioning ma ọ bụ ika echiche dị oké mkpa na Marketing. Ma ọtụtụ ụdị na-ahụ ya dị ka ihe siri ike iji dọta ziri ezi na-ege ntị.,igbo
2,"But your brothers (fulani terrorists) have been massacring people before ipob was formed, before Igboho too. You are just trying to justify your wickedness",english
2,Bari wadannan karnuka marasa ƙarfi su ci gaba da rawa a filin kasuwa tsirara. Sun sa mu fahimci cewa jimlar matsalar al'umma yanzu ta kasance ta'addanci + banditry + sace mutane + Fulani makiyaya + Boko Haram + zalunci na 'yan sanda + farashin kaya = Islam Buhari.,hausa
1,"God go punish you, Bashir Ahmad for calling buhari father of the nation and lover of Nigeria. The yeye man is only a patriot leader of Fulani herdsmen and boko haram. Nonsense",english
1,Haka ne GMP Musulmi ne daga Arewa. amma ku yi imani da ni Ya ya ba da izini ga Arewa da kuma zarginsa na son Kudu. wadanda ka ambata da dukan su zuba jari da gida a Lagos Abuja da kuma tashar jiragen ruwa.,hausa
2,Ku matan Arewa ku yi la'akari da auren Fulani 'yan ta'adda a cikin daji domin su daina yin fyade da 'yan mata marasa laifi,hausa
2,"Mo kàn ń béèrè lọ́wọ́ rẹ̀ láìfọ̀rọ̀ sábẹ́ ahọ́n, mo kàn ń rí i pé àwọn obìnrin máa ń dà bí àgbèrè ní gbogbo ibi.",yoruba
1,Onye iberibe ahụ mụrụ gị bụ onye iberiibe,igbo
2,Mmetụta ga-egbu anyị mgbe nile n'ebe ugwu.,igbo
2,Ụmụ agbọghọ ndị a nile bụ́ ndị hausa nwere obere ọkpụkpụ na nnukwu azụ...,igbo
2,"Lmao: ""Shirts suna fada kan Da Same Dick yayin da wannan Negga ke bin sabon Kussy""",hausa
0,"Ịzụ ihe yiri ịkwụ ụgwọ onye akwụna, ọ chọrọ ego gị na ịrụsi ọrụ ike...",igbo
0,Olúwa ni agbára rẹ.,yoruba
1,"O ti di ti o dara, o ti wa ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o",yoruba
1,jim pls try and go to all okada pack promise them about the lagos ideal...pls go to all the fustrated market women..,english
0,"'Yan sanda sun ceci 'yan mata 19 masu juna biyu a masana'antar samar da jarirai a Legas, sun kama masu safarar mutane biyu",hausa
0,Oporr oporr oporr...... 4 meta bụ ihe atụ😂😂,igbo
2,"Dị nnọọ ka gị enyi ekwensu na Aso Rock. m na-eche na ị Northerners nwere obi ụtọ mgbe e nwere ọgba aghara na West na nakwa na Lekki mbibi ugbu a bụ gị oge aka aka aka na ya idiot Almajiri , otu ụzọ okporo ụzọ mumu",igbo
1,"Abin takaici, Shugaba, har yanzu yana da sau 3k.",hausa
0,M na-achọ ịtweet ihe nzuzu ma m chetara na ọ bụ 2017 na enweghị m ike ileghara ụmụ nwanyị anya,igbo
0,I love fast cars,english
2,: If you’re looking at Islam through Northern Nigeria you’d most probably dislike Islam.,english
0,omo baba bolaji... omo ibadan kini so re,yoruba
2,kí nìdí tí àwọn òbí rẹ kò fi fi fi ẹ́ ṣègbéyàwó nígbà tí o wà ní ọjọ́ orí rẹ̀? wọn ò fẹ́ máa ṣe sunnah? ẹ jáwọ́ nínú dídarí ẹ̀sìn ísálìmù sí ìfẹ́ yín! àwọn mùsùlùmí aláìkọwé kò dùn mọ́ni,yoruba
0,Àwọn 'ìṣèlú àríwá' ń ṣe ìlọsíwájú!,yoruba
1,'Yan matan Igbo suna son kudi 😂😂😂,hausa
0,: hausa: albasa yoruba: alubosa hausa: ashana yoruba: ishana hausa: attaruhu yoruba: atarodo ...,hausa
1,"Ọ bụrụ na e nweghị mba ndị Africa, unu ka ga-abụ ndị ohu, n'ihi na unu bụ ndị umengwụ nke na unu agaghị emeli ka onwe unu nwere onwe unu.",igbo
1,"Na ce, ""Na yi farin ciki da ku"".",hausa
2,Arewa a gefe guda tana son duk abin da ya samo asali daga yankin kudu maso gabashin. Sun fi son su zabi saniya daga wata kabila fiye da Peter Obi daga ƙasar Igbo.,hausa
2,Àwọn fídíò tí àwọn òmùgọ̀ tó jí ọkọ̀ ojú irin Kaduna gbé fi hàn pé àwọn Fulani ló jẹ́ ọ̀daràn jù lọ láàárín gbogbo ẹ̀yà ní Nàìjíríà.,yoruba
0,Ọ bụrụ na ị na-abanye m... nwoke ogologo oge.,igbo
1,"Africans looking for who to blame as usual.
While those countries made the problem worse , the primary problem of africa are retarded africans.
Cancel me if you like, that's the plain truth many of you are to weak to accept",english
0,Lol Den yi kamar yarinya ce,hausa
2,"Site n'echiche m ndị ọzụzụ atụrụ a na-etinye onwe ha iji weghara Nigeria, ndị ị na-ahụ na South West ndị mba ọzọ bcos enweghị ebe maka ha na North dị ka ụfọdụ na-ama.",igbo
0,"Tó o bá fẹ́ fi nǹkan pa mọ́, fi pa mọ́ ní òkè ojú, torí pé àwọn èèyàn kì í wojú nígbà tí wọ́n bá ń wá nǹkan pa mọ́"".",yoruba
2,Ta yaya hakan zai shafi rashin lafiyarka?,hausa
1,"This virus isn't slowing down at all, to Ya'll hailing/listening to the bullshit Trump has been spewing about Chloroquine, it's all lies and false hope. LINK",english
2,"Àwọn apániláyà Hisbah/semi kò ní rí èyí, àgàbàgebè kò ní pa Arewa.",yoruba
0,That girl hi,english
0,"""Anyị niile efunahụla ezigbo nwanne anyị nwoke n'ihi otu nwa agbọghọ...",igbo
2,"àwọn kan jẹ́ ajá, wọ́n ń fi ẹ̀bi àwọn ará àríwá hàn fún ìwà àwọn ará àríwá, àwọn ará àríwá kò jẹ̀bi, ṣùgbọ́n àwọn ará gúúsù ń wá àjálù. wo bí àwọn ará gúúsù ṣe ń fi ẹ̀bi hàn sí wa.",yoruba
0,Hmm banda abinki ai mu kanawa a wayenmu aka samemu don haka munpi karfin arainamu wallahi alfahari Kano jihar INDIGEN,hausa
2,"Bugu da kari, gwamnatin jihar ta biya kudaden wadannan mutane marasa laifi kuma ta ayyana kungiyar ta'addanci ta IPOB a jihar.",hausa
2,"Wọn ò bẹ̀rù ìdíje tó dáa, ìdí nìyẹn tí wọ́n fi nílò ìyàsímímọ́ àti ìtìlẹ́yìn, àti ètò Tinubu.",yoruba
0,: hausa: albasa yoruba: alubosa hausa: ashana yoruba: ishana hausa: attaruhu yoruba: atarodo ...,igbo
0,😭😭😭,igbo
0,Wọn yóò fẹ́ pín wa. má ṣe ṣubú sínú rẹ̀. Nyamiri ni mí.,yoruba
1,"Ụmụ agbọghọ mara mma n'ebe nile "": ụmụ agbọghọ na - adịghị mma n'ebe nile """,igbo
1,"Until now, I never knew that power and position could make an intelligent mind become this porous, unintelligent, shallow, and gullible.  Femi Adeshina, people are ashamed of what you have turned yourself to.",english
0,Doing this......makes this world a better place,english
0,"So unfortunate that some Igbo's will never change. If Biafra stands today, corruption will eat it up in less than 10 yrs",english
0,plix I want to make a report! U pipu are seeing na! Later dey wee say we Yoruba haff start.. giv us back our son LINK,english
0,Lol. Lee BBC Igbo News caption nke onyinyo ọhụrụ nke Buhari dika onye ọchịchị Okorocha ga-ekpughe,igbo
1,"Onyem ndewo. o ṣeun si Ọlọrun pe iran tuntun ti igbo ko le ni ẹru tabi ṣiṣakoso, ko si mọ mọ, o kere ju, a mọ bayi pe ọpọlọpọ awọn ti o dabi igbooke ni APC Lagos duro pẹlu awọn alẹ wọn 'maka ife afo g'eri', awọn alakikanju. daalu soö...",yoruba
2,Ina rokon waɗannan makiyaya Fulani marasa tausayi su sa hannu a kan ƙaunatacciyar 'yar'uwarka ko kuma su sace ka da kaina.,hausa
2,Britain has an evil Govt..Very good at stealing 4rm less previlage  people world over top on the list is Biafrans..They connive with the  illiterate HausaFulani 2 steal &amp; subject the Islamic Ngerian &amp; Biafran masses 2 extreme poverty..God shall pay them back with their own coins. LINK,english
0,"""Bih"" nzuzu.",igbo
2,Ka ci gaba da gunaguni da sauri za ku haifi dem bitches,hausa
0,Antelope - Igala / Agbonrin Grass cutter- Oya Bush rat - okete Monkey- Obo Hedgehog - Akika / Aaka Bush fowl - Aparo Buffalo- Efon Porcupine- Lord Baboon - Inoki Boar - elede igbo 08068520851 ((mtn) ) ),yoruba
0,Sharout ka m ezi niggies...,igbo
2,Ndị ọzụzụ atụrụ mere ka ọdụm isii na anụ ọhịa bea 74 merụọ ahụ́ iji chebe ehi,igbo
1,Olè nìkan ló máa ń dáàbò bo olè. Olè ni ó máa dáàbò bo olè.,yoruba
1,"O kò mọ̀ ọ́n dáadáa, Obinna. Ẹ jọ̀wọ́, ẹ pa àìmọye ohun tí ẹ ń sọ mọ́ mọ́, ṣùgbọ́n ẹ fòpin sí ìjíròrò lórí ìkànnì twitter yìí.",yoruba
0,"She so rude,she has offend most of the housemate and not a single apology from her to them....thank God she's not the winner",english
0,How far?,english
2,Sai dai Malos a karkashin wannan tweet yana nuna ra'ayi na baya. Ya nuna yadda tunaninku yake. Arewa ya kamata ta tafi ta bar sauran mu a kwance.,hausa
1,"Nítorí náà, òmùgọ̀ ọ̀dọ́kùnrin yìí láti Ekiti ni?",yoruba
2,"Why do females end up with guys who are assholes like their father?""",english
0,": hausa: albasa
yoruba: alubosa

hausa: ashana
yoruba: ishana

hausa: attaruhu
yoruba: atarodo

...",english
0,Ka sanya kauye ba sanya hannayensu ba,hausa
2,Mun yi zanga-zanga a kan SARS wanda ke kashe mu da kuma satar mu da kwali a hannunmu. wadannan mutanen Arewa sun fito suna cewa muna son mu ja mulki. Yanzu ga wadannan dabbobin Sokoto suna kashewa da hallaka saboda an kama masu kisan kai. machetes da duk abin da.,hausa
0,Oga Don mú kí tweet òun fúnra òun di ahóọ́n 😂,yoruba
0,"You might desire to do as you please and follow your own path,... More for Capricorn LINK",english
0,Nọrọ n'alụghị di ma ọ bụ nwunye ruo mgbe ị ga-ahụ ihe dị adị.,igbo
1,"Ogun meji ni gbogbo ibi ti o ti pari nitori Rahama Sadau fihan ẹhin rẹ Dangote ti ri lati ṣe ""zina"" pẹlu awọn obinrin ti kii ṣe Musulumi ati pe o wa ni isalẹ lati ṣe ẹwà awọn ita yii Sharia na fun awọn obinrin nikan, igbeyawo ọmọde ati awọn talaka Arewa twitter LINK",yoruba
0,"miraclez do happen, it wuld jst shock yhu dat FreshL  wuld pity me n get me some...",english
0,Ụbọchị abụọ ya kike,igbo
0,Mgbe elephant ọgụ d ahịhịa na-ata ahụhụ. anyị na-mgbe niile na-enweta njedebe na hausa/fulani anyị na-na na na na na na na na mpaghara ndị ọzọ anyị na hausa si,igbo
0,"""What is Nala bringing to the table??"" LINK",english
0,Wataƙila a shekara ta 2120.,hausa
1,Sai dai 'yan Afirka ne kawai ke nuna tausayi ga Ukraine.,hausa
0,Abba Kyari shi ne jami'in 'yan sanda da ke da alhakin kisan da kuma garkuwa da matasa Igbo marasa laifi a kudu maso gabas.,hausa
0,"O n sunkún, o n gunrin, o ko le duro de owurọ O n duro de igba pipẹ O si n ṣe igbelaruge Baby love Kọ ara rẹ, ọmọbirin ọmọbirin Yori jade, ṣaṣeyọri, ṣaṣeyọri, ṣaṣeyọri",yoruba
1,Kpọrọ ndị nzuzu a ikpe,igbo
2,"She's the biggest illiterate I've seen here, very backward and dumb woman living in the past, saying something negative towards a religion she knows nothing about. Am sure she's not even a true Christian. Non sense element kawai tufeyakwa, didirin.",english
0,"Kar dai a old side kike, kikasa pic na New side",english
0,"Nigeria Army can't face us - Shi'ites 
Click the link to see more details 👇
LINK LINK",english
0,"You wan go back to ghana? Hoe far with you nao"": Feeling bored. Sick of nigeria.""",english
1,"Ebinna, har sai ka yanke nan gaba na Ur da na 'ya'yan Ur!",hausa
0,"The problem here is,once you have a contrary opinion you are immediately label Fulani slave,you are called stupid,fool,idiot,empty brain and so LINK can't take on everybody.",english
0,Ka ga muna rawa a gare ka ba shi da muhimmanci...,hausa
2,Na gaya muku... 'yan Najeriya munafunci ne,hausa
0,Ọzọ......... Mba!!!!!,igbo
0,Gaskiya kam 😎😎 LINK,hausa
2,Àwọn obìnrin yìí ń ṣe ojúsàájú lásán ní ilé ẹ̀rí tí wọ́n ń ṣe.,yoruba
0,"Akwai masu sayar da tsabar kudi na doka a can, mutumin gida .. Na ga inda kake fitowa daga",hausa
2,Ị̀ bụ nwoke nwere mmasị nwoke?,igbo
0,": This Davido issue,the takes I’ve been seeing makes me wonder how humans thinks, they’re so funny😭😂😂",english
2,"Suna da'awar mata ne kuma na san sun isa gida. kawai batun da ba su dace ba, kawai suna jayayya cewa mace ce kuma mace dole ne ta kasance daidai ko da me.",hausa
1,"A karshe da sandan ya yi murmushi, fuck gwamnati.",hausa
0,Dan Allah a help a tinantar da masu mulki munsan kayi a baya yanxu ma a kokarta LINK,yoruba
0,Can't happen in Nigeria LINK,english
1,Ya kamata ku daina zabe su... 'yan Afirka masu tsattsauran ra'ayi suna amfani da mu a matsayin uzuri don tsawaita mulkinsu na rashin laifi,hausa
1,"Ụmụ nwoke, anyị ga-emebi ya.",igbo
1,Ta ce tana son yin jima'i... ta ce ba zan yi ba?,hausa
0,"Biafra: Ba za mu taba musayar Biafra da ""Shugabancin Igbo"" ba: IPOB ta gaya wa Okorocha da Iwuanyanwu, The Vultures In... LINK",hausa
2,"We protested against SARS that were killing and robbing us with cardboards in our hands. These same Arewa people came out to say we wanted to overthrow the government.

Now look at these Sokoto animals killing and destroying because murderers were arrested. Machetes and all.",english
2,Mo fẹ́ kí n ti rí ìwé yìí báyìí.,yoruba
2,"Bịa pụọ, nwoke ochie a, ọ dịghị mgbe a ga-achịkwa mba a ọzọ. Ndị na-ekwu na ọ bụrụ na ụmụ ha anwụọ, ha agaghị akwa ákwá, kama ka otu ehi nwụọ, ha ga-ejide kandụl.",igbo
0,Kí N Máa Fọkàn Pọ̀,yoruba
0,"Kai, me ya faru da wannan bidiyon Musulunci?",hausa
1,Ọ̀ bụ na e zigara ndị agha na Gboko mgbe e gbusịrị ndị Fulani asaa n'ụzọ jọgburu onwe ya ebe ahụ?,igbo
1,"Kana son matar gida, amma ba ka son wata yarinya da ke neman kudi, dan'uwa wauta ta kaɗaita cewa MAN'S NOT Kiko Hotel",hausa
2,"Abin banza ne ya sa kake wulakanta matan Najeriya, yarinyar da ke da suna!",hausa
1,I hate this mad man LINK,english
1,"Onye a chọrọ igbu onye papa, nzuzu nwoke! ma nwoke na nwa agbọghọ kwesịrị ịnwụ o🤣",igbo
2,"Has the Idiot Arewa Youths, Daura, Osinbajo, Adeboye, Buratai, Lai Muhammed and all other Morons in APC &amp; Northern Nigeria seen this video? Biafrans are HUMANS, Hausa/Fulani's are Animals with the heart of Lucifer.  watch and withdraw your hate bill. We need Boko bill LINK",english
1,"Idan ka yi tunanin wannan game da kwallon kafa kai wawa ne, 'yan kasarsa suna kan iyakar fashewar",hausa
2,Oh Chineke!!!! M nnọọ asị gays.....ha na-awụ m akpata oyi n'ahụ. m nke abụọ boarding) chụpụrụ ndị a hụrụ na omume.,igbo
2,Fettywap na a whores 💪🔥,igbo
0,"Da zarar mun ayyana Biafra, a wannan lokacin, za mu kare iyakokinmu. A wannan lokacin, za mu fallasa sojojin Biafra 19/3/2021",hausa
0,Saudi no one sight moon abi na the 5 nil trauma they cause am?,english
2,Wallahi matar nan kamar batada hankali. Irinsu ne suke kokawa da mijin su suke buga musu makami.,hausa
2,"Let the stupid unwavering dogs continue to dance naked in the market square.
They've made us understand that summation of the nation's problem now is  terrorism+banditry+kidnapping+ +Fulani herdmen+Boko Haram+police brutality+inflation=Islam Buhari.
Awon Ode",english
1,"Mgbe ụfọdụ, mmekọrịta adịghị arụ ọrụ n'ihi oge, ma ọtụtụ mgbe ọ bụ n'ihi na onye ọ bụla bụ onye iberibe.",igbo
1,"Ta ló bìkítà nípa àgbègbè rẹ, Ewu hausa...",yoruba
2,ganin wasu mutanen kudu maso yamma suna yin tawaye ga wadannan Fulani masu zalunci ba abin ban tsoro bane MFs suna yin kamar Fulani makiyaya ba sa kashe mutane a kudu maso yamma.,hausa
1,"U dịghị aghọta ihe ọ bụla !!! , n'efu ọzọ!!",igbo
1,"Mark you,  is reputable to Allah, if you have no respect for that name, you're a lost cause. He's by far beyond your stupidity and arrogance. Don't make fond of the name, go to an Islamic school and get to know who's Adamu, As.",english
2,Kai!  This APC thinks that everybody is as stupid as the northerners . Clear Fulani herdsmen mess and stop... LINK,english
1,Lee onye nzuzu a o... ọ bụrụ na ị bụ n'ezie maka otu Nigeria ị gaghị na-akpali mmetụta agbụrụ site na-eme nkwupụta dị nnọọ ambiguous dị ka Igbo nwere ọtụtụ n'ime ego na Lagos na-egosi na Lagos abụghị a Yoruba ala n'ihi na ọ bụ mgbe a federal isi obodo... Oponu!,igbo
0,Sum Ladies iya zama S̶̲̅Ơ͡ funny mitcheww,hausa
0,: HOTES; Duba ƙauyen da mata ke shayar da dabbobi,hausa
1,"Yi Hakuri , ndị nkụzi ebe a ka njọ n' ihi na ha amaghịdị asụsụ Bekee nke ọma",igbo
1,Omo wo ọrọ ti ko wulo. Qurix gba awọn ìkọlù lori ìkọlù o nitori ti odun naa admission lile kú. Nobe ani bayi a dey wo kekere admission fun guusu kaduna??? bastard gba ero pe eniyan Bigot,yoruba
2,"Stop deceiving yourselves, nothing like runs girl, as long as you are having sex for money, you be ashewo, confirm prostitute.",english
0,"Ọ̀nà tó dára jù lọ láti gbà mú kí ìfẹ́ rẹ máa bá a lọ ni pé kó o má ṣe retí pé nǹkan á dáa fún ẹ, torí pé bí nǹkan bá ṣe ń dín kù, bẹ́ẹ̀ ni wàá ṣe láyọ̀.",yoruba
2,"Olórí, àwọn Efulefus àti àwọn Fulanis tí wọ́n mú wá sí àríwá yìí ní ìbẹ̀rù àwọn ọkùnrin Igbo láìnídìí.",yoruba
1,"""Kuma lalle ne, haƙĩƙa, ku gudu zuwa ga wani irin",hausa
0,Nọgide na - retweet ma na - eti ndị nwere echiche na - adịghị mma akara .,igbo
0,"A gaskiya, amma ka san abin da na yi na tafi zuwa ga fasto &amp; ya ce tun da shi d yourba yi imani, &amp; apos; shi primitive ba za mu iya jst bi alheri da ya ba mu saboda ba mu damu game da primitive al'adu, don haka sabili da haka Kirista matattu ya kamata a sayi gida ko da kuwa inda mutuwa",hausa
0,I posted a new photo to Facebook LINK,english
1,Owuwepụ m ma kwuo na ya anaghị eso m 🤣🤣🤣,igbo
2,"A na-egosi ihu abụọ gị na tweet a niile, ndị IBOB ndị na-eyi ọha egwu gburu ndị ugwu n'ebe ọwụwa anyanwụ ekwesịghị ịma gị ikpe, nke ọma, sir.",igbo
0,Àwòrán tó wà ní ojú ìwé 12,yoruba
0,Idan bamu son muci gaba da ganin wulakanci da kaskanci dole mu tashi mu far...,hausa
0,Beta yahoo boys dey ƙara waya zuwa sunayensu..Ibadan mutane wantu shiga da su.,hausa
2,Ó ń ṣe ìtìjú gan - an débi pé àwọn ọmọ Ìlú Igbo àtàwọn ará gúúsù máa ń bẹ̀rẹ̀ sí í fipá bá àwọn ọmọbìnrin wọn lò pọ̀.,yoruba
2,"Ur fada yash: ""Ba na nishadantar da 'yan Najeriya masu shan crack""",hausa
1,Wadannan mutane sun sa mu zama marasa bege da muka yi imani Najeriya ba za ta sake zama G8 ba Matasa ba su da amfani Kabilanmu daban-daban ba za su iya yarda da komai Musulmai da Krista ba za su iya ganin ido biyu ido Babu mutum daya da mutunci a wannan kasa amma ka duba mu,hausa
0,Thank God we no look like it LINK,english
0,Dan Allah a taimaka a tinantar da masu mulki munsan kayi a baya yanxu ma a kokarta LINK,english
1,"It is absolutely clear that you have no good explanations for the evil Trump does so you resort to whataboutism. I don't think Obama would've done that but if he did, that's a yardstick for Trump to worse right? I thought he campaigned on doing better? You are supporting a fool.",english
1,"Ojú ò rí ẹ̀, kò sì sí ìdánilẹ́kọ̀ọ́ nílé!",yoruba
1,Ko da yake Duniya na iya yin aiki na biyu Burinmu na hudu Burin 'Yanci na hudu Burin ƙaddara na kai ne-KYAUTA BIAFR ...,hausa
0,": First hand Reports getting to us from the Hausa refugees in Oyo, states that those under the care of the seriki home are f…",english
1,"kò sí ọpọlọ kankan rárá, kò sí ọ̀lẹ́gbẹ́ tó máa ń mú ẹ̀rù bà ẹ̀ ẹ̀ ẹ̀ ẹ̀ ẹ̀yin ò ní pàdánù owó yín fún laycon ẹ ò ní jẹ́ ọmọ Igbo gidi ẹ ò ní jẹ́ ọmọ Igbo",yoruba
2,Ina bukatan mai arziki chic ba wasu cheap ho...,hausa
2,"Na yi fatan haka, amma 'yan Najeriya su ne mutane mafi yawan kai a duniya.",hausa
0,ra'ayoyin,hausa
0,"Lẹ́yìn ohun tó ṣẹlẹ̀ sí Christian Eriksen lónìí, o ò lè mọ ìgbà tí wàá ṣe é, àmọ́ o lè gba ẹ̀mí kan là.",yoruba
2,"Ọtụtụ ndị Naịjirịa karịsịa ụmụ agbọghọ ndị na-adịghị mma na-ekwu okwu nzuzu: ""Ndị Naịjirịa na-eme ngwa ngwa ikpe ikpe n'ọnọdụ ọ bụla.. Smh""",igbo
0,Christian Pulisic kwesịrị ịhapụ nọmba 10 anyị!,igbo
0,"Barka dai, ya ƙaunataccena.",hausa
1,"7 idiots liked so far, 4 fools retweeted and 2 brainless goat just agreed to your lack of comprehension. Please read well to understand and comprehend, the man saying he worked with woman was to highlight his point and the headline was not about what you wrote.",english
2,: Èèyàn tó ń ṣe ìwà ìbàjẹ́ ní ẹ̀yà Hausa/Fulani BokoHaram Herdsmen ń pa àwọn ẹ̀yà mìíràn run.,yoruba
0,“: Think like a man!”act like a girl,english
1,"David, gịnị mere ezinụlọ gị adịghị n'etiti ndị nwụrụ n'ihi mwakpo ndị a na-egbu n'ebe ndịda Kaduna ma ọ bụ mwakpo ndị IDP?",igbo
1,Hisbah ni ohun ti lẹẹkansi - Unn nikan de rú rú Nigeria asswers,yoruba
2,"Ẹ̀yin ẹlẹ́dẹ̀ Almajiri tó ń ṣe àdàkàdekè ń rìn káàkiri nítorí pé ẹ kò ní àwọn vitamin tí ó yẹ kí ẹ̀rí ọkàn yín lè máa darí yín, nítorí pé ẹ dàgbà láti jẹ oúnjẹ tí kò ní láárí, ẹ̀yin òmùgọ̀ tí ń jó káàkiri orílẹ̀-èdè, tí ẹ kò sì mọ bí ẹ ṣe máa gbé ìgbésẹ̀.",yoruba
1,"Nnamdi Kanu yana magana ne game da mahaifarsa da aka kai hari da sojojin Najeriya, abin da ya sa ran lokacin da ka makaranta duniya BSS a matsayin mai raba gardama, da wawa ya yarda kawai da sunansa kare ba guda sunan BSS fadi maza zo daga bakinsa da kuma u bin irin wannan wawa",hausa
2,"igbo's dont need yoruba idiots as companion, you morons were silent when over 5million igbo women and children were massacred in 1967-1970, such cant happen to igbo's again
but it is coming to yoruba soon and we will also watch in silence",english
2,Yawancin maza na Najeriya suna da banƙyama... kawai na kowa... suna yin kamar ba su taɓa ganin wata mace ba a ba.,hausa
1,Nwaanyị nzuzu nke ukwuu.,igbo
2,"Did you confirm if she cheated?"": Wiz was faithful tho. But hoes will be hoes 😪""",english
1,Kai ne mai mugunta😂😂😂😂😂😂,hausa
0,"Biko mee ka nke a pụta ìhè ruo mgbe Benue Gov Ortom na-ewere ọrụ, ụfọdụ Nigeria Fulani agha dị nnọọ tọrọ atọ nke anyị...",igbo
